Property Address,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Submarket Cluster,City,State,Zip,County Name,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,Floodplain Area,Number Of Stories,Latitude,Longitude
90-34 161st St,7500,5461,$36.00,,New York,South Queens,Queens,Jamaica,NY,11432,Queens,N,5/22/2017,"2,200,000",27.19,1970,2018,1200,4.00,Multi,09/05/2007,3604970233F,360497,0233F,100-year and 500-year Floodplain,5,40.7044416,-73.7990602
4314 162nd St,8100,2600,$30.00,Medical,New York,Northeast Queens,Queens,Flushing,NY,11358,Queens,N,,,67.90,1950,,2000,0.50,Multi,09/05/2007,3604970118F,360497,0118F,100-year and 500-year Floodplain,2,40.7582192,-73.8045581
8012 Astoria Blvd,3034,800,$44.25,Office/Residential,New York,Northwest Queens,Queens,East Elmhurst,NY,11370-1641,Queens,N,,,73.63,1901,2005,1011,0.66,,09/05/2007,3604970094F,360497,0094F,100-year and 500-year Floodplain,3,40.764947,-73.888454
70-17 Austin St,3360,1066,$70.00,Loft/Creative Space,New York,Central Queens,Queens,Flushing,NY,11375,Queens,N,,,68.27,1989,,1120,0.00,,09/05/2007,3604970226F,360497,0226F,100-year and 500-year Floodplain,3,40.7209319,-73.8462947
2383 Bell Blvd,4000,1400,$40.00,,New York,Northeast Queens,Queens,Bayside,NY,11360-2053,Queens,N,,,65.00,2002,,4000,,Multi,09/05/2007,3604970119F,360497,0119F,100-year and 500-year Floodplain,1,40.7800799,-73.7749857
4224 College Point Blvd,2000,600,$52.00,Loft/Creative Space,New York,Northeast Queens,Queens,Flushing,NY,11355-4228,Queens,N,,,70.00,1956,2018,1000,,,09/05/2007,3604970114F,360497,0114F,100-year and 500-year Floodplain,2,40.75392,-73.83322
167-10 S Conduit Ave,11540,2130,$28.00 - 30.00,,New York,South Queens,Queens,Jamaica,NY,11434,Queens,Y,4/19/2017,"1,474,538",81.54,1968,,5770,,Multi,09/05/2007,3604970242F,360497,0242F,100-year and 500-year Floodplain,2,40.6667476,-73.7768981
26-19 Francis Lewis Blvd,15530,5300,$40.00,Medical,New York,Northeast Queens,Queens,Flushing,NY,11358,Queens,N,6/27/2019,"5,400,000",65.87,1957,,5265,1.90,Multi,09/05/2007,3604970118F,360497,0118F,100-year and 500-year Floodplain,2,40.772567,-73.794705
4505 Francis Lewis Blvd,2600,1500,$38.00,,New York,Northeast Queens,Queens,Bayside,NY,11361,Queens,N,11/25/2013,"1,100,000",42.31,1952,,2600,0.77,Multi,09/05/2007,3604970118F,360497,0118F,100-year and 500-year Floodplain,2,40.7566192,-73.7823661
6521 Fresh Meadow Ln,6000,4000,$35.00,,New York,Northeast Queens,Queens,Fresh Meadows,NY,11365,Queens,N,,,33.33,1940,,6000,4.00,Multi,09/05/2007,3604970231F,360497,0231F,100-year and 500-year Floodplain,1,40.7358125,-73.7946156
6531 Fresh Meadow Ln,6757,3600,$35.00,,New York,Northeast Queens,Queens,Fresh Meadows,NY,11365,Queens,N,,,46.72,1950,,6757,1.78,Multi,09/05/2007,3604970231F,360497,0231F,100-year and 500-year Floodplain,1,40.7354986,-73.794508
19305 Hillside Ave,2528,1000,$30.00,,New York,South Queens,Queens,Hollis,NY,11423-2011,Queens,N,,,60.44,1955,,2528,1.19,,09/05/2007,3604970234F,360497,0234F,100-year and 500-year Floodplain,1,40.7169527,-73.7689964
166-02 Jamaica Ave,43200,44450,$40.00,,New York,South Queens,Queens,Jamaica,NY,11432-5269,Queens,N,,,0.00,1934,,7200,,Multi,09/05/2007,3604970233F,360497,0233F,100-year and 500-year Floodplain,6,40.705672,-73.793619
59-17 Junction Blvd,454645,100000,$40.00,,New York,Northeast Queens,Queens,Corona,NY,11368,Queens,N,,,78.00,1971,,22732,,Multi,09/05/2007,3604970226F,360497,0226F,100-year and 500-year Floodplain,20,40.7347636,-73.8643437
101-15 Metropolitan Ave,2900,1050,$45.00,,New York,Central Queens,Queens,Flushing,NY,11375,Queens,N,8/16/2017,"1,577,980",63.79,1930,,1050,1.03,,09/05/2007,3604970228F,360497,0228F,100-year and 500-year Floodplain,3,40.7106769,-73.8512828
7911 Parsons Blvd,2300,2299,$30.00,,New York,Northeast Queens,Queens,Flushing,NY,11366,Queens,N,,,0.04,1957,,2300,0.00,Multi,01/01/1900,,,,100-year and 500-year Floodplain,1,40.7208,-73.809272
8780 Parsons Blvd,5700,1500,$30.00,Medical,New York,South Queens,Queens,Jamaica,NY,11432-3329,Queens,N,12/19/2019,"1,450,000",73.68,1931,,1900,,Multi,09/05/2007,3604970233F,360497,0233F,100-year and 500-year Floodplain,3,40.7070962,-73.8028159
112-25 Queens Blvd,26560,5960,$35.00,,New York,Northeast Queens,Queens,Forest Hills,NY,11375-5500,Queens,N,,,77.56,1929,,6640,,Multi,09/05/2007,3604970229F,360497,0229F,100-year and 500-year Floodplain,4,40.718442,-73.836211
153-33 Rockaway Blvd,3772,1500,$25.00,Office Building,New York,South Queens,Queens,Jamaica,NY,11434,Queens,N,1/14/2022,"1,250,000",60.23,1957,,3772,,Multi,09/05/2007,3604970241F,360497,0241F,100-year and 500-year Floodplain,1,40.669837,-73.782472
63-52 Saunders St,6820,1500,$28.00,Office/Residential,New York,Central Queens,Queens,Rego Park,NY,11374,Queens,N,3/4/2022,,78.01,1984,,1893,,Multi,09/05/2007,3604970226F,360497,0226F,100-year and 500-year Floodplain,3,40.7293554,-73.8634266
189-04 Union Tpke,4404,900,$50.66,Medical,New York,Northeast Queens,Queens,Fresh Meadows,NY,11366,Queens,N,11/10/2022,"925,000",79.56,1940,,4404,0.00,Multi,09/05/2007,3604970232F,360497,0232F,100-year and 500-year Floodplain,1,40.7293321,-73.7799254
44-01 11th St,54000,54000,$28.96 - 35.39 (Est.),Loft/Creative Space,New York,Northwest Queens,Queens,Long Island City,NY,11101,Queens,N,,,0.00,2022,,9500,,Multi,09/05/2007,3604970202F,360497,0202F,100-year and 500-year Floodplain,5,40.749707,-73.9489928
14965 24th Ave,2448,,$28.96 - 35.39 (Est.),Medical,New York,Northeast Queens,Queens,Whitestone,NY,11357-3646,Queens,Y,10/16/2015,"850,000",0.00,1985,,2448,4.08,Multi,09/05/2007,3604970114F,360497,0114F,100-year and 500-year Floodplain,2,40.7773551,-73.8150329
74-09 37th Ave,70850,64350,$28.91 - 35.34 (Est.),,New York,Northwest Queens,Queens,Jackson Heights,NY,11372-6300,Queens,N,,,9.17,1949,2016,17713,,Multi,09/05/2007,3604970207F,360497,0207F,100-year and 500-year Floodplain,4,40.749182,-73.891536
34-01 38th Ave,180000,33200,$20.47 - 25.02 (Est.),Loft/Creative Space,New York,Northwest Queens,Queens,Long Island City,NY,11101,Queens,N,,,81.56,1915,,29125,,Multi,09/05/2007,3604970093F,360497,0093F,100-year and 500-year Floodplain,4,40.7525202,-73.9290693
25-20 39th Ave,9376,,$27.63 - 33.77 (Est.),,New York,Northwest Queens,Queens,Long Island City,NY,11101,Queens,Y,1/27/2006,"1,100,000",20.01,1960,,3125,1.60,Single,09/05/2007,3604970093F,360497,0093F,100-year and 500-year Floodplain,3,40.7547,-73.936636
10431-104-33 39th Ave,20000,,$26.42 - 32.29 (Est.),Medical,New York,Northeast Queens,Queens,Corona,NY,11368-1560,Queens,N,,,76.92,2010,,4617,0.00,Multi,09/05/2007,3604970113F,360497,0113F,100-year and 500-year Floodplain,5,40.7512328,-73.8609793
